title;author;journal;date
Azole use reduces abundance but does not significantly alter the population structure of  \emph{Aspergillus fumigatus} in agricultural fields;\underline{AE Barber},  J Riedel, T Sae-Ong , K Kang, W Brabetz, G Panagiotou, HB Deising, O Kurzai;bioRxiv;01.05.20
